classifier_name,accuracy
CNC,0.904159129
CNC,0.813317478
CNC,0.846938789
CNC,0.879999995
CNC,0.812059522
CNC,0.805447459
CNC,0.86197567
CNC,0.859210551
CNC,0.850538313
CNC,0.849529803
CNC,0.850515485
CNC,0.839215696
CNC,0.858490586
CNC,0.84182775
CNC,0.855622113
CNC,0.824381948
CNC,0.86475122
CNC,0.854070663
CNC,0.852376163
CNC,0.831818163
CNC,0.872074902
CNC,0.822323442
CNC,0.863402069
CNC,0.819103956
CNC,0.865986884
CNC,0.828326166
CNC,0.90304184
CNC,0.939716339
CNC,0.917431176
CNC,0.759128749
CNC,0.856510758
CNC,0.824811399
CNC,0.844109833
CNC,0.944325507
CNC,0.853333354
CNC,0.905940592
CNC,0.936475396
CNC,0.863994718
CNC,0.85137862
CNC,0.860501587
CNC,0.927203059
CNC,0.952205896
CNC,0.921787739
CNC,0.903981268
CNC,0.931818187
CNC,0.909356713
CNC,0.898383379
CNC,0.888311684
CNC,0.775862098
CNC,0.756756783
CNC,0.685039341
CNC,0.690265477
CNC,0.679558039
CNC,0.867924511
CNC,0.849122822
CNC,0.849358976
CNC,0.703349292
CNC,0.793991387
CNC,0.743902445
CNC,0.730994165
CNC,0.809523821
CNC,0.751968503
CNC,0.712158799
CNC,0.857881129
CNC,0.867532492
CNC,0.838709652
CNC,0.676975965
CNC,0.76795578
CNC,0.738461554
CNC,0.698689938
CNC,0.72307694
CNC,0.756809354
CNC,0.689737499
CNC,0.825221241
CNC,0.692982435
CNC,0.782383442
CNC,0.751072943
CNC,0.786206901
CNC,0.615877092
CNC,0.764822125
CNC,0.650145769
CNC,0.782764792
CNC,0.793162405
CNC,0.783068776
CNC,0.714975834
CNC,0.775047243
CNC,0.774530292
CNC,0.752314806
CNC,0.784077227
CNC,0.811487496
CNC,0.76161617
CNC,0.928571403
CNC,0.846938789
CNC,0.643434346
CNC,0.616470575
CNC,0.626609445
CNC,0.822580636
CNC,0.602870822
CNC,0.612598419
CNC,0.605095565
CNC,0.616910219
CNC,0.608593762
CNC,0.625702798
CNC,0.620222926
CNC,0.616288185
CNC,0.624499619
CNC,0.630630612
CNC,0.599535227
CNC,0.612903237
CNC,0.614533961
CNC,0.617739379
CNC,0.61988771
CNC,0.623407662
CNC,0.651785731
CNC,0.591774583
CNC,0.616733074
CNC,0.643765926
CNC,0.597053707
CNC,0.620414674
CNC,0.611557007
CNC,0.63463819
CNC,0.595548749
CNC,0.59121877
CNC,0.60470587
CNC,0.623471856
CNC,0.636597931
CNC,0.605115891
CNC,0.613138676
CNC,0.623754144
CNC,0.625651717
CNC,0.616221547
CNC,0.623871624
CNC,0.594736814
CNC,0.57155478
CNC,0.626168251
CNC,0.977329969
CNC,0.976499677
CNC,0.975672185
CNC,0.985380113
CNC,0.972404718
CNC,0.984251976
CNC,0.975642741
CNC,0.975349784
CNC,0.978761077
CNC,0.976846039
CNC,0.981514633
CNC,0.977736533
CNC,0.982344627
CNC,0.977725685
CNC,0.982109785
CNC,0.978696764
CNC,0.981547594
CNC,0.981710911
CNC,0.981680334
CNC,0.983004749
CNC,0.981001735
CNC,0.982718885
CNC,0.976893425
CNC,0.978426397
CNC,0.983576655
CNC,0.970564842
CNC,0.975088954
CNC,0.977045298
CNC,0.968613148
CNC,0.972954214
CNC,0.975409865
CNC,0.976846039
CNC,0.974176884
CNC,0.980192065
CNC,0.977337122
CNC,0.980869591
CNC,0.977272749
CNC,0.981070518
CNC,0.962639093
CNC,0.973523438
CNC,0.973090887
CNC,0.976718426
CNC,0.975000024
CNC,0.980429292
CNC,0.975705862
CNC,0.979460835
CNC,0.981851161
CNC,0.974426806
CNC,0.991869926
CNC,1
CNC,0.972044706
CNC,0.972677588
CNC,0.984208465
CNC,0.983645499
CNC,0.990749121
CNC,0.989245236
CNC,0.984636843
CNC,0.997518599
CNC,0.991635263
CNC,0.982664227
CNC,0.983200431
CNC,0.986088216
CNC,0.991762459
CNC,0.991555572
CNC,0.984022558
CNC,0.991625428
CNC,0.991280675
CNC,0.98353374
CNC,0.975963116
CNC,0.982142866
CNC,0.991814733
CNC,0.99274528
CNC,0.987733305
CNC,0.968352318
CNC,0.992089629
CNC,0.988398671
CNC,0.992753625
CNC,0.992686749
CNC,0.942363083
CNC,0.973460734
CNC,0.921722114
CNC,0.956388474
CNC,0.944905877
CNC,0.929539323
CNC,0.983073592
CNC,0.964777946
CNC,0.961003304
CNC,0.959309876
CNC,0.9423908
CNC,0.791208804
CNC,0.80898875
CNC,0
CNC,0.714285731
CNC,0.807228923
CNC,0.777777791
CNC,0.729729712
CNC,0.800000012
CNC,0.925619841
CNC,0.925233662
CNC,0.712538242
CNC,0.719512224
CNC,1
CNC,0.999508381
CNC,0
CNC,0.997175157
CNC,0.998963177
CNC,0.99938041
CNC,0.994092822
CNC,0.994884908
CNC,0
CNC,0.911111116
CNC,0.968127489
CNC,0.876288652
CNC,0.53801167
CNC,0.476439804
CNC,0.835944712
CNC,0.836380243
CNC,0
CNC,0.791666687
CNC,0.833636343
CNC,0.743076921
CNC,0.964245796
CNC,0.965090096
CNC,0
CNC,0.963855445
CNC,0.966024935
CNC,0.955631375
CNC,0.981087446
CNC,0.988235295
CNC,0
CNC,0.908256888
CNC,0.985748231
CNC,0.908771932
CNC,0.758865237
CNC,0.762470305
CNC,0
CNC,0.444444448
CNC,0.758865237
CNC,0.557939887
CNC,0.622087121
CNC,0.650943398
CNC,0
CNC,0.634146333
CNC,0.647368431
CNC,0.631661415
CNC,0.734962404
CNC,0.640271485
CNC,0
CNC,0.640243888
CNC,0.621462286
CNC,0.599455059
CNC,0.980769217
CNC,0.982603788
CNC,0
CNC,0.883720934
CNC,0.988505721
CNC,0.873715103
CNC,0.989897311
CNC,0.982142866
CNC,0.681818187
CNC,0.732142866
CNC,0.915254235
CNC,0.870370388
CNC,0.574999988
CNC,0.604166687
CNC,1
CNC,1
CNC,0.902597427
CNC,0.883620679
CNC,0.861019731
CNC,0.867469907
CNC,0.74494952
CNC,0.574999988
CNC,0.657227993
CNC,0.602296472
CNC,0
CNC,0.53061223
CNC,0.641148329
CNC,0.962716401
CNC,0.970588207
RSR,0.811764717
RSR,0.807228923
RSR,0.811764717
RSR,0.811764717
RSR,0.790697694
RSR,0.807228923
RSR,0.747252762
RSR,0.807228923
RSR,0.675213695
RSR,0.762886584
RSR,0.816091955
RSR,0.807228923
RSR,0.802325606
RSR,0.388888896
RSR,0.745283008
RSR,0.629629612
RSR,0.745283008
RSR,0.75454545
RSR,0.75454545
RSR,0.558558583
RSR,0.684824884
RSR,0.606382966
RSR,0.754716992
RSR,0.717622101
RSR,0.505703449
RSR,0.693661988
RSR,0.446202546
RSR,0.675257742
RSR,0.682196319
RSR,0.718855202
RSR,0.52997601
RSR,0.512499988
RSR,0.553243577
RSR,0.486531973
RSR,0.53403753
RSR,0.472136229
RSR,0.561827958
RSR,0.407473296
RSR,0.494117647
RSR,0.544568241
RSR,0.5
RSR,0.65289259
RSR,0.532374084
RSR,0.547945201
RSR,0.453781515
RSR,0.510869563
RSR,0.976041675
RSR,0.967129648
RSR,0.953367889
RSR,0.976041675
RSR,0.969293773
RSR,0.974226832
RSR,0.939412892
RSR,0.970009387
RSR,0.95846647
RSR,0.969567299
RSR,0.971468687
RSR,0.97149533
RSR,0.955329955
RSR,0.724037349
RSR,0.739281595
RSR,0.742500007
RSR,0.725656867
RSR,0.727590203
RSR,0.631475389
RSR,0.743429303
RSR,0.837420046
RSR,0.731125832
RSR,0.620737672
RSR,0.803441107
RSR,0.815267205
RSR,0.623413265
RSR,0.565687776
RSR,0.834845722
RSR,0.823633134
RSR,0.835144937
RSR,0.823633134
RSR,0.745655596
RSR,0.834845722
RSR,0.539534867
RSR,0.714776635
RSR,0.831826389
RSR,0.832129955
RSR,0.834845722
RSR,0.345360816
RSR,0.342007428
RSR,0.196451202
RSR,0.343859643
RSR,0.292063504
RSR,0.420654923
RSR,0.424317628
RSR,0.277027041
RSR,0.194162443
RSR,0.2710163
RSR,0.31456548
RSR,0.355432779
RSR,0.331797242
RSR,0.26289925
RSR,0.325268805
RSR,0.836771309
RSR,0.833800197
RSR,0.833800197
RSR,0.838503659
RSR,0.836771309
RSR,0.827397287
RSR,0.814136147
RSR,0.828496039
RSR,0.826750457
RSR,0.836021483
RSR,0.834400713
RSR,0.935884178
RSR,0.946596861
RSR,0.9375
RSR,0.933333337
RSR,0.927659571
RSR,0.948583424
RSR,0.89521873
RSR,0.951219499
RSR,0.888665974
RSR,0.945304453
RSR,0.945191324
RSR,0.949790776
RSR,0.950270295
RSR,0.972043037
RSR,0.972689092
RSR,0.970021427
RSR,0.972043037
RSR,0.918803394
RSR,0.972631574
RSR,0.864173234
RSR,0.976445377
RSR,0.856015801
RSR,0.96280992
RSR,0.96659708
RSR,0.972689092
RSR,0.975929976
RSR,0.533886611
RSR,0.522666693
RSR,0.533886611
RSR,0.528532624
RSR,0.530364394
RSR,0.52036792
RSR,0.535422325
RSR,0.529014826
RSR,0.522756815
RSR,0.512722671
RSR,0.52476573
RSR,0.533700109
RSR,0.57267952
RSR,0.57240206
RSR,0.573181391
RSR,0.572052419
RSR,0.550949931
RSR,0.57240206
RSR,0.547314584
RSR,0.575107276
RSR,0.524549901
RSR,0.566498339
RSR,0.568278193
RSR,0.576040804
RSR,0.570546746
RSR,0.622437954
RSR,0.621822059
RSR,0.618784547
RSR,0.619450331
RSR,0.622559667
RSR,0.620985031
RSR,0.619914353
RSR,0.621212125
RSR,0.619300127
RSR,0.623280406
RSR,0.622986019
RSR,0.623783767
RSR,0.617834389
RSR,0.929833412
RSR,0.925531924
RSR,0.944598317
RSR,0.924101174
RSR,0.852678597
RSR,0.930773139
RSR,0.883344114
RSR,0.901745617
RSR,0.841939569
RSR,0.861776471
RSR,0.886057675
RSR,0.91762358
RSR,0.913942635
RSR,0.374352336
RSR,0.396172255
RSR,0.207574651
RSR,0.388311684
RSR,0.520764112
RSR,0.464737803
RSR,0.459805101
RSR,0.887095153
RSR,0.799624622
RSR,0.795395076
RSR,0.885813177
RSR,0.902916908
RSR,0.893027425
RSR,0.867685795
RSR,0.62643522
RSR,0.872410595
RSR,0.860740721
RSR,0.907559335
RSR,0.825231493
RSR,0.860176086
RSR,0.758241773
RSR,0.379629642
RSR,0.786666691
RSR,0.655172408
RSR,0.384976536
RSR,0.4969697
RSR,0.218390808
RSR,0.11570248
RSR,0.781609178
RSR,0.362445414
RSR,0.633333325
RSR,0.639639616
RSR,0.376190484
RSR,0.551181078
RSR,0.114186853
RSR,0.244147152
RSR,0.807692289
RSR,0.352678567
RSR,0.653061211
RSR,0.660550475
RSR,0.363207549
RSR,0.556521714
RSR,0.151515156
RSR,0.242214531
RSR,0.720339
RSR,0.483443707
RSR,0.763636351
RSR,0.752136767
RSR,0.723404229
RSR,0.787037015
RSR,0.422222227
RSR,0.5
RSR,0.800000012
RSR,0.46875
RSR,0.774193525
RSR,0.521126747
RSR,0.38164252
RSR,0.441717803
RSR,0.256944448
RSR,0.291187733
RSR,0.752941191
RSR,0.218579233
RSR,0.349726766
RSR,0.490683228
RSR,0.396039605
RSR,0.404255331
RSR,0.606060624
RSR,0.335731417
RSR,0.491159141
RSR,0.403547674
RSR,0.835249066
RSR,0.668333352
RSR,0.626118064
RSR,0.398907095
RSR,0.663961053
RSR,0.465240628
RSR,0.567717969
RSR,0.733333349
RSR,0.866576791
RSR,0.721943021
RSR,0.630357146
RSR,0.590673566
RSR,0.574225128
RSR,0.441605836
RSR,0.626686633
RSR,0.537313461
RSR,0.563088536
RSR,0.88625592
RSR,0.780821919
RSR,0.666666687
RSR,0.546448112
RSR,0.399656951
RSR,0.760084927
RSR,0.522593319
RSR,0.552584648
RSR,0.912897825
RSR,0.870967746
RSR,0.686956525
RSR,0.542016804
RSR,0.375862062
RSR,0.646258533
RSR,0.458947361
RSR,0.727848113
RSR,0.746059537
RSR,0.65397352
RSR,0.697201014
RSR,0.453634083
RSR,0.554455459
RSR,0.581469655
RSR,0.539641917
RSR,0.767241359
RSR,0.620758474
RSR,0.625994682
RSR,0.294921875
RSR,0.471264362
RSR,0.491666675
RSR,0.148734182
RSR,0.412598431
RSR,0.495652169
RSR,0.39055118
RSR,0.441287875
RSR,0.421289355
RSR,0.339955837
RSR,0.393364936
RSR,0.4710145
RSR,0.338157892
RSR,0.22869955
RSR,0.444051832
RSR,0.451562494
RSR,0.405537456
RSR,0.456521749
RSR,0.398058265
RSR,0.346551716
RSR,0.394936711
RSR,0.340594053
RSR,0.478823543
RSR,0.437403411
RSR,0.438311696
RSR,0.449912131
RSR,0.413398683
RSR,0.405241936
RSR,0.436190486
RSR,0.401174158
RSR,0.385852098
RSR,0.359550565
RSR,0.49223417
RSR,0.403439164
RSR,0.44035089
RSR,0.456238359
RSR,0.459724963
RSR,0.386054426
RSR,0.419654727
RSR,0.448343068
RSR,0.461377859
RSR,0.507731974
RSR,0.479647964
RSR,0.399739593
RSR,0.435114503
RSR,0.437619954
RSR,0.418109179
RSR,0.46466431
RSR,0.467307687
RSR,0.507992923
RSR,0.546751201
RSR,0.507874012
RSR,0.48984772
RSR,0.97174865
RSR,0.912148237
RSR,0.975195229
RSR,0.964962125
RSR,0.967772067
RSR,0.969302297
RSR,0.918399155
RSR,0.96690309
RSR,0.973632813
RSR,0.975343764
RSR,0.972667277
RSR,0.942238271
RSR,0.96545285
RSR,0.968856454
RSR,0.975516081
RSR,0.878208339
RSR,0.950975716
RSR,0.948309183
RSR,0.956082761
RSR,0.929850042
RSR,0.965887845
RSR,0.957987309
RSR,0.944299817
RSR,0.952626169
RSR,0.381742746
RSR,0.357894748
RSR,0.40114069
RSR,0.211976051
RSR,0.470715821
RSR,0.402075231
RSR,0.36916548
RSR,0.372907162
RSR,0.390207708
RSR,0.396887153
RSR,0.404551208
RSR,0.42967245
RSR,0.352862835
RSR,0.350632906
RSR,0.520432711
RSR,0.398533016
RSR,0.353599995
RSR,0.312342584
RSR,0.426124185
RSR,0.387628853
RSR,0.401709408
RSR,0.391935498
RSR,0.364500791
RSR,0.463567853
RSR,0.546242774
RSR,0.38896367
RSR,0.294573635
RSR,0.305379748
RSR,0.363817096
RSR,0.359375
RSR,0.320261449
RSR,0.619854748
RSR,0.692182422
RSR,0.460659891
RSR,0.362903237
RSR,0.375342458
RSR,0.3671875
RSR,0.403571427
RSR,0.246823952
RSR,0.326424867
RSR,0.316804409
RSR,0.457627118
RSR,0.368355989
RSR,0.283582091
RSR,0.448412687
RSR,0.322222233
RSR,0.273730695
RSR,0.736231863
RSR,0.693563879
RSR,0.711325943
RSR,0.19583568
RSR,0.713994563
RSR,0.696517408
RSR,0.817142844
RSR,0.808047831
RSR,0.798816562
RSR,0.737642586
RSR,0.697142839
RSR,0.682614565
RSR,0.769946814
RSR,0.626678586
RSR,0.828589499
RSR,0.700203955
RSR,0.807626665
RSR,0.723095536
RSR,0.673241317
RSR,0.731166899
RSR,0.715575635
RSR,0.726247013
RSR,0.84968555
RSR,0.705920637
RSR,0.796089411
RSR,0.583476782
RSR,0.685983837
RSR,0.77290839
RSR,0.866894186
RSR,0.731246293
RSR,0.846106291
RSR,0.740768075
RSR,0.839550018
RSR,0.390640408
RSR,0.545238078
RSR,0.451795846
RSR,0.697044313
RSR,0.745583057
RSR,0.810165346
RSR,0.803160906
RSR,0.492227972
RSR,0.935483873
RSR,0.512859285
RSR,0.73179394
RSR,0.486133754
RSR,0.887323916
RSR,0.774647892
RSR,0.560810804
RSR,0.44970414
RSR,0.281090289
RSR,0.288461536
RSR,0.440985739
RSR,0.443037987
RSR,0.45221445
RSR,0.436234832
RSR,0.392190158
RSR,0.311377257
RSR,0.374172181
RSR,0.303658545
RSR,0.327083319
RSR,0.382894725
RSR,0.489772737
RSR,0.441618502
RSR,0.496663481
RSR,0.504901946
RSR,0.452696741
RSR,0.383280754
RSR,0.373737365
RSR,0.334365338
RSR,0.348460287
RSR,0.519767463
RSR,0.508917928
RSR,0.438914031
RSR,0.505444646
RSR,0.438622743
RSR,0.254816115
RSR,0.420107722
RSR,0.363636374
RSR,0.53197968
RSR,0.518779337
RSR,0.319838047
RSR,0.527481556
RSR,0.532733202
RSR,0.511934161
RSR,0.469613254
RSR,0.483644873
RSR,0.432835817
RSR,0.445761174
RSR,0.713235319
RSR,0.519726872
RSR,0.451175421
RSR,0.829341292
RSR,0.587131381
RSR,0.600622416
RSR,0.549555719
RSR,0.53727144
RSR,0.227568269
RSR,0.530779779
RSR,0.553941905
RSR,0.540443838
RSR,0.546920836
RSR,0.571010232
RSR,0.544648945
RSR,0.586501181
RSR,0.556479573
RSR,0.550414383
RSR,0.362850964
RSR,0.580518484
RSR,0.555871904
RSR,0.599361539
RSR,0.600000024
RSR,0.582683325
RSR,0.550894082
RSR,0.562043786
RSR,0.553435087
RSR,0.574141681
RSR,0.59937644
RSR,0.605749488
RSR,0.537535429
RSR,0.547183096
RSR,0.604829848
RSR,0.509517789
RSR,0.573885858
RSR,0.547857165
RSR,0.543226659
RSR,0.552537501
RSR,0.570799708
RSR,0.61016947
RSR,0.532441497
RSR,0.613197982
RSR,0.616700172
RSR,0.604406118
RSR,0.590849698
RSR,0.624338627
RSR,0.619631886
RSR,0.85550338
RSR,0.873350918
RSR,0.853569567
RSR,0.790444255
RSR,0.822530866
RSR,0.853027344
RSR,0.867853284
RSR,0.877595603
RSR,0.850435615
RSR,0.870831132
RSR,0.910093784
RSR,0.861498713
RSR,0.837493062
RSR,0.892218709
RSR,0.848560095
RSR,0.860355675
RSR,0.856648564
RSR,0.901824057
RSR,0.846348882
RSR,0.802343369
RSR,0.883838356
RSR,0.885213017
RSR,0.839195967
RSR,0.850592494
RSR,0.897422135
RSR,0.850473642
RSR,0.881592572
RSR,0.884654462
RSR,0.841985166
RSR,0.85107559
RSR,0.860387802
RSR,0.883396029
RSR,0.850501835
RSR,0.904557645
RSR,0.867897034
RSR,0.871111095
RSR,0.840168238
RSR,0.891997755
RSR,0.782708943
RSR,0.845864654
RSR,0.854103327
RSR,0.884261489
RSR,0.827496052
RSR,0.850286901
RSR,0.889131606
RSR,0.894188583
RSR,0.421375602
RSR,0.676767647
RSR,0.381196171
RSR,0.072569348
RSR,0.444569141
RSR,0.446354896
RSR,0.79650265
RSR,0.792634726
RSR,0.66910249
RSR,0.725933313
RSR,0.639557421
RSR,0.652463555
RSR,0.81721133
RSR,0.761440158
RSR,0.816139102
RSR,0.760290265
RSR,0.700521708
RSR,0.85939163
RSR,0.734022915
RSR,0.913609326
RSR,0.80414921
RSR,0.680537045
RSR,0.764919817
RSR,0.72770524
RSR,0.704010963
RSR,0.820109665
RSR,0.626932025
RSR,0.863896251
RSR,0.855233729
RSR,0.786090612
RSR,0.830575168
RSR,0.803284943
RSR,0.279105514
RSR,0.343362331
RSR,0.233272299
RSR,0.879092693
RSR,0.69053632
RSR,0.428134561
RSR,0.768755674
RSR,0.55570817
RSR,0.928459823
RSR,0.63596797
RSR,0.602167189
RSR,0.795454562
RSR,0.806818187
RSR,0.173913047
RSR,0.10569106
RSR,0.807228923
RSR,0.546296299
RSR,0.458823532
RSR,0.25
RSR,0.457805902
RSR,0.45103094
RSR,0.463810921
RSR,0.443014711
RSR,0.974778116
RSR,0.974263012
RSR,0.232673272
RSR,0.318658292
RSR,0.974614263
RSR,0.923036933
RSR,0.805555582
RSR,0.812903225
RSR,0.151825756
